KEY,English,Dutch
MC_ADV02_06_MB_03,"I was able to grab his
mask though! He fled to
the monkey habitat!","Maar ik kon zijn masker 
grijpen! Hij vluchtte naar 
het apenverblijf!"
MC_ADV02_06_MB_04,PUH! Little weasle!,BAH! Klein onderkruipsel!
MC_ADV02_06_MB_05,"Flintheart Glomgold! Why
are you sabotaging
Scrooge McDuck’s zoo?","Govert Goudglans! Waarom 
saboteert u Dagobert Ducks 
dierentuin?"
MC_ADV02_06_MB_06,"Because I want to win
the Tear of the East.","Omdat ik de Traan 
van het Oosten wil winnen."
MC_ADV02_06_MB_07,"So you are the
other competitor!","Dus u bent de andere 
kandidaat voor de wedstrijd!"
MC_ADV02_06_MB_08,"Correct! I have my own
excellent zoo in Gooseville.","Correct! Mijn eigen dierentuin 
in Gansdorp is al geweldig."
MC_ADV02_06_MB_09,"But I don’t want to take
any chances in Scrooge
getting a better one.","Maar ik wil niet het risico 
lopen dat Dagoberts dierentuin 
beter is."
MC_ADV02_06_MB_10,"So I will do anything to
keep that from happening!","Ik zal er dus alles aan doen 
om deze dierentuin te saboteren!"
MC_ADV02_06_MB_11,Hahaha!,Hahaha!
MC_ADV02_06_MB_12,Sorry to ruin your party!,Dat gaat dus mooi niet door!
MC_ADV02_07_OUTRO_01,"What a fantastic show with
all those bananas! Splendid!","Wat een prachtshow 
met die bananen! Geweldig!"
MC_ADV02_07_OUTRO_02,"But I do not like
cheaters… Glomgold!","Maar ik ben niet gediend van 
valsspelers... Goudglans!"
MC_ADV02_07_OUTRO_03,"That is why I am proud to say
I’m giving the Tear of the East to
Scrooge McDuck!","Daarom schenk ik met trots 
de Traan van het Oosten aan 
Dagobert Duck!"
MC_ADV02_07_OUTRO_04,"McDuck, YOU get to take care
of my beloved dragon!","Duck, JIJ mag voor mijn 
geliefde draak zorgen!"
MC_ADV02_07_OUTRO_05,"D-dragon? The Tear is
not a diamant then?","D-draak? Is de 
Traan dan geen 
diamant?"
MC_ADV02_07_OUTRO_06,"No, no! I was just
looking for a new
home for Teary!","Welnee! Ik zocht 
voor Traantje een 
mooi nieuw thuis!"
MC_ADV02_07_OUTRO_07,"He turned my palace
into a black sooted mess!","Hij maakte een 
zwartgeblakerde janboel 
van mijn paleis!"
MC_ADV02_07_OUTRO_08,"All that trouble
for nothing!","ARGH! Al die 
moeite voor niks!"
MC_ADV02_07_OUTRO_09,"For nothing? Your zoo has
a DRAGON now!
That’ll get the public’s attention!","Voor niks? Uw dierentuin 
heeft nu een DRAAK! 
Dat trekt bezoekers! "
MC_ADV02_07_OUTRO_10,"Wow, Uncle Scrooge…
a dragon!","Tjonge, oom Dagobert… 
een draak!"
MC_ADV02_07_OUTRO_11,"Can I be his keeper?
I will take him to his habitat!","Mag ik zijn verzorger 
zijn? Ik breng hem 
wel naar zijn verblijf!"
MC_ADV02_07_OUTRO_12,"There goes
my reward…","Daar gaat 
mijn prijs… "
MD_CINEMATICINTRO_TEXT,"Are you good at math?
Then I need your help!
As a reward you may
take a money dive!","Kun jij goed rekenen? 
Dan heb ik jouw hulp nodig!
Als beloning mag je een 
keer in mijn geld duiken."
MD_VICTORYWINDOW_CORRECT_ANSWERS,Correct answers,Goede antwoorden
MD_VICTORYWINDOW_SCORE_BONUS,Bonus,Bonus
NPC_NAME_BEAGLE BOY 1,Beagle Boy 176-167,Zware Jongen 176-167
NPC_NAME_GRANDMOGUL,Grand Mogul,Hopman Breedborst
NPC_NAME_BEAGLE BOY 2,Beagle Boy 176-761,Zware Jongen 176-761
NPC_NAME_BEAGLE BOY 3,Beagle Boy 176-671,Zware Jongen 176-671
NPC_NAME_DEWEY,Dewey,Kwek
NPC_NAME_DONALD,Donald,Donald
NPC_NAME_CHRISQUIZ,Chris Quiz,Chris Quiz
NPC_NAME_MAY,May,Juultje
NPC_NAME_GRANDMA_DUCK,Grandma Duck,Oma Duck
NPC_NAME_GYRO_GEARLOOSE,Gyro Gearloose,Willie Wortel
NPC_NAME_HUEY,Huey,Kwik
NPC_NAME_LOUIE,Louie,Kwak
NPC_NAME_MAHARADJA,Maharadja,Maharadja
NPC_NAME_FLINTHEART,Flintheart,Goudglans
NPC_NAME_MISTER_X,Mister X,De Onbekende
NPC_NAME_SCROOGE,Scrooge McDuck,Dagobert
NPC_NAME_WARBOL,Master Warbol,Meester Warbol
NPC_NAME_MAJOR,Mayor McBacon,Burgermeester Speksnuit
PTC_CINEMATICINTRO_TEXT,"The door will open
when you place the
crates onto the right spots.
But that rascal doesn’t know!","Je kunt de deur openen
door alle kisten op de 
goede plek te schuiven.
Maar dat weet die bengel niet!"
PTC_VICTORYWINDOW_SCORE_RETRIES_COUNT,Retries: {0} x {1},Pogingen: {0} x {1}
PTC_VICTORYWINDOW_SCORE_TIME_LEFT,Time left: {0} x {1},Tijd over: {0} x {1}
SF_SETTINGS_SCREEN_RESOLUTION,Screen resolution,Scherm resolutie
SF_SETTINGS_FULL_SCREEN,Full screen,Volledig scherm
SF_SETTINGS_QUALITY,Screen quality,Beeld kwaliteit
SF_SETTINGS_LANGUAGE,Language,Taal
SF_SETTINGS_MUSIC,Music,Muziek
SF_SETTINGS_SOUND,Sound effects,Geluid
SF_ACHIEVEMENT_WINDOW_TITLE,ACHIEVEMENTS,MEDAILLES
SF_BUTTON_ACCEPT,Yes,Ja
SF_BUTTON_ARCHIVE,Archive,Archiveer
SF_BUTTON_DECLINE,No,Nee
SF_INVITE_ABORT_BODY,Are you sure you want to exit the invitation?,Weet je zeker dat je met de uitnodiging wil stoppen?
SF_INVITE_ABORT_TITLE,Stop invitation,Uitnodiging stoppen
SF_CHALLENGE_ABORT_BODY,Are you sure you want to exit the challenge?,Weet je zeker dat je met de uitdaging wil stoppen?
SF_CHALLENGE_ABORT_TITLE,Stop challenge,Uitdaging stoppen
SF_CHALLENGE_DEFEAT,I beat you with a score of {1}!\nYour score was{2}.,Ik heb je verslagen met mijn score van {1}!\nJouw score was {2}.
SF_CHALLENGE_SEND,You challenged {0} to this game.,Je hebt {0} uitgedaagd!
SF_CHALLENGE_TIE,The game was a tie! We both scored {1}.,Gelijkspel! We hadden allebei een score van {1}.
SF_CHALLENGE_TITLE,Challenge result,Vriend uitdagen
SF_CHALLENGE_VICTORY,You beat me with your score of {2}!\nMy score was {1}.,Je hebt me met je score van {2} verslagen!\nMijn score was {1}.
SF_FRIENDS_DEFAULT_SEARCHFIELD_TEXT,Find a friend,Zoek een vriend
SF_INVITE_ASSEMBLYLINE,Hi {0}! I received a big order of robots. Will you help me assemble them? It’ll give you DOUBLE the money!,Hoi {0}! Ik heb een grote bestelling robots. Bouw je mee? Het levert je DUBBELE MUNTJES op!
SF_INVITE_CRATEMESS,"My toy factory is a mess! Can you give me a hand right this minute? Come on, I’ll pay you DOUBLE the money!","Mijn speelgoedfabriek is een zootje! Kun je NU komen helpen? Vooruit, dan krijg je daar DUBBELE MUNTJES voor!"
SF_INVITE_DUCKQUIZ,Hi there! We’re looking for clever canditates for our quiz. Are you interested?,Hallo daar! We zijn op zoek naar slimme kandidaten voor onze quiz. Iets voor jou?
SF_INVITE_FRUITYARD,"Hello {0}, would you like to help out on the farm? We could use a good fruit picker! Of course you’ll get a DOUBLE fee.","Ha {0}, kom je helpen op de boerderij? Het fruit moet geplukt worden! Uiteraard verdien je daar DUBBELE MUNTJES mee."
SF_INVITE_HANGMAN,"Hi {0}, we’re playing a word game at school. Can you beat us?","Hoi {0}, we spelen op school een woordspelletje. Kun jij van ons winnen?"
SF_INVITE_HIGHERTHAN,"{0}, we’re practising math at school. Do you want to join us?","{0}, we zijn op school aan het oefenen met rekenen. Doe je mee?"
SF_INVITE_KARTRACING,Hey {0}! Would you like to compete against us in a race?,Hé {0}! We zijn met alle Duckies in de heuvels aan het racen! Doe je mee?
SF_INVITE_KARTRACINGTIMETRIAL,"We’re trying to beat our personal records up in the hills. Are you in, {0}?","We zijn in de heuvels onze persoonlijke records aan het verbreken! Doe je mee, {0}?"
SF_INVITE_MONEYDIVE,It has come to my attention you’re quite the math wizard. Let’s demonstrate in my money bin!,Ik heb gehoord dat je aardig kunt rekenen. Kom dat in mijn geldpakhuis maar eens laten zien!
SF_INVITE_TRAINSPOTTING,"Oh no! The station chief has called in sick! Can you fall in for him? You’ll be DOUBLE paid, of course!",ARGH! De perronchef is ziek! Kun jij komen invallen? Het levert natuurlijk DUBBELE MUNTJES op!
SF_INVITE_TRANSLATETHIS,"At school we play this English word game, {0}. I believe you‘re quite good at it. Do you want to join?","We spelen op school een Engels woordspelletje, {0}. Volgens mij ben jij daar goed in, kom je ook?"
SF_INVITE_WARDROBE,"Hi {0}, let’s see what kind of clothes you have in your wardrobe!","Hallo {0}, eens kijken wat voor kleding je in je kast hebt hangen!"
SF_INVITE_FASHIONSTORE,"Hello {0}, we’re going shopping with the others! Would you like to come?","Hoi {0}, we gaan shoppen met de Duckies! Ga je mee?"
SF_INVITE_KARTSHOP,"The Junior Woodchucks are tinkering on their crates. Are you joining, {0}?","De Jonge Woudlopers zijn aan hun zeepkisten aan het sleutelen. Ben je er bij, {0}?"
SF_INVITE_ACCEPTED,See you soon!,Tot zo!
SF_INVITE_REJECTED,"Sorry, I can’t…","Sorry, ik kan niet…"
SF_MESSAGING_BODY_CHALLENGE,"I challenge you to play {1}. My score was {2}, can you do better?","Ik daag je uit om {1} te spelen! Mijn score was {2}, kun jij het beter?"
SF_MESSAGING_BODY_CHALLENGE_LOCKED,I challenge you to play {1}. But first you have to unlock level {2}! ,Ik daag je uit om {1} te spelen! Maar zo te zien moet je dat spel eerst tot level {2} spelen om mijn uitdaging aan te gaan!
SF_MESSAGING_BODY_CHALLENGERESULT_LOST,I beat you in {1}! My score was {3} and yours {2}.,Ik heb je verslagen in {1}! Mijn score was {3} en die van jou {2}. 
SF_MESSAGING_BODY_CHALLENGERESULT_TIE,We were both good at {1}: our score was {2}!,We hebben {1} even goed gespeeld: allebei een score van {2}!
SF_MESSAGING_BODY_CHALLENGERESULT_VICTORY,You beat me at {1}! Your score was {2} and mine {3}.,Je hebt me verslagen in {1}! Jouw score was {2} en die van mijn was {3}.
SF_MESSAGING_BODY_FRIENDCONFIRMED,"Yay, we are friends now!\nDare to challenge me for a game?","Hoera, we zijn nu vrienden!\nDurf je me uit te dagen voor een spelletje?"
SF_MESSAGING_BODY_FRIENDREQUEST,"Hello,would you like to become friends?

(My address is {1}.)","Hallo! Zullen we vrienden worden?

(Mijn adres is {1}.)"
SF_MESSAGING_BODY_JOB,{0} wants you to help out in {1}!,{0} heeft je hulp nodig in {1}!
SF_MESSAGING_TITLE_CHALLENGE,New challenge!,Uitdaging!
SF_MESSAGING_TITLE_CHALLENGERESULT,Challenge result,Uitdaging: uitslag
SF_MESSAGING_TITLE_FRIENDCONFIRMED,New friend!,Nieuwe vriend!
SF_MESSAGING_TITLE_FRIENDREQUEST,New friend request!,Vrienden worden
SF_MESSAGING_TITLE_GLOBALNOTIFICATION,Important message from admin!,Belangrijk bericht!
SF_MESSAGING_TITLE_JOBNOTIFICATION,New job offer!,Baantje!
SF_MESSAGING_TITLE_NOTIFICATION,Message from {0},Bericht van {0}
SF_MESSAGING_WINDOW_TITLE,INBOX,BERICHTEN
SF_SETTINGS_QUALITY_HIGH,High,Best
SF_SETTINGS_QUALITY_LOW,Low,Goed
SF_SETTINGS_QUALITY_MEDIUM,Medium,Beter
SF_SETTINGS_WINDOW_TITLE,SETTINGS,INSTELLINGEN
SF_PROFILE_WINDOW_TITLE,ABOUT ME,OVER MIJ
SF_PHONECALL_WINDOW_TITLE,INCOMING,BELLETJE
TS_CINEMATICINTRO_TEXT,"Finally made it?
Make sure the trains run on time.
Time is money, so step on it!","Zo, ben je daar eindelijk? 
Zorg ervoor dat alle treinen 
op tijd rijden. En vlug een 
beetje, want tijd is geld!"
TS_DESTINATIONS,"Gooseville,Muchmunistan,Mouseton,Chickago,Los Peepos,Featherton,Barksopolis,New Fork","Gansdorp,Boelpoeniestan,Zwaandam,Eendhoven,Hamsterdam,Meeuwarden,Eimuiden,Eimegen"
TT_CINEMATICINTRO_TEXT,"Let's see how good
you are in Spanish, {0}!
Ready? Let's go!","Laat maar eens zien hoe 
goed je in Engels bent, {0}! 
Ready? Let’s go!"
TT_VICTORYWINDOW_SCORE_CORRECT_LETTERS,Correct Letters: {0} x {1},Letters goed: {0} x {1}
TT_VICTORYWINDOW_SCORE_CORRECT_WORDS,Correct Words: {0} x {1},Woorden goed: {0} x {1}
TT_VICTORYWINDOW_SCORE_INCORRECT_LETTERS,Incorrect Letters: {0} x {1},Letters fout: {0} x {1}
TT_WORDLIST_1,"Pajaro:Bird,Hueso:Bone,Pato:Duck,Tiburón:Shark,Perro:Dog,Gato:Cat,Vaca:Cow,Ratón:Mouse,Caballo:Horse,Llama:Lama,León:Lion,Panda:Panda,Rata:Rat,Oveja:Sheep,Tigre:Tiger,Cerdo:Pig,Pez:Fish,Zorro:Fox,Morsa:Walrus,Lobo:Wolf,Gusano:Worm,Cebra:Zebra,Zoo:Zoo,Manzana:Apple,Pan:Bread,Vizcocho:Cake,Queso:Cheese,Chef:Chef,Chips:Chips,Galleta:Cookie,Huevo:Egg,Alimentos:Food,Fruta:Fruit,Vaso:Glass,Jamón:Ham,Hielo:Ice,Mermelada:Jam,Leche:Milk,Comida:Meal,Carne:Meat,Menú:Menu,Aceite:Oil,Sopa:Soup,Té:Tea,Olla:Pan,Pasta:Pasta,Pera:Pear,Agua:Water,Aire:Air,Frío:Cold,Hoja:Leaf,Hierba:Grass,Caliente:Hot,Lago:Lake,Luna:Moon,Nido:Nest,Palmera:Palm,Parque:Park,Planta:Plant,Lluvia:Rain,Árbol:Tree,Rosa:Rose,Arena:Sand,Mar:Sea,Estrella:Star,Tormenta:Storm,Sol:Sun,Viento:Wind,Bosques:Woods,Uno:One,Dos:Two,Tres:Three,Cuatro:Four,Cinco:Five,Seis:Six,Siete:Seven,Ocho:Eight,Nueve:Nine,Diez:Ten,Rojo:Red,Azul:Blue,Verde:Green,Rosa:Pink,Negro:Black,Animal:Animal,Oso:Bear,Bisonte:Bison,Jaula:Cage,Ternero:Calf,Canario:Canary,Pienso para gatos:Cat food,Gallina:Chicken,Delfín:Dolphin,Asno:Donkey,Pienso para perros:Dog food,Elefante:Elephant,Granja:Farm,Pecera:Fish tank,Rana:Frog,Jirafa:Giraffe,Cabra:Goat,Oca:Goose,Medusa:Jellyfish,Canguro:Kangaroo,Cordero:Lamb,Mono:Monkey,Mejillón:Mussel,Pantera:Panther,Gallo:Rooster,Salamandra:Salamander,Caracol:Snail,Araña:Spider,Beicon:Bacon,Plátanos:Bananas,Barbacoa:Barbecue,Bayas:Berries,Brócoli:Broccoli,Mayordomo:Butler,Mantequilla:Butter,Coco:Coconut,Café:Coffee,Maíz:Corn,Dieta:Diet,Cena:Dinner,Plato:Dish,Tenedor:Fork,Patatas fritas:Fries,Cubito de hielo:Ice cube,Cuchillo:Knife,Almuerzo:Lunch,Mango:Mango,Melón:Melon,Pimiento:Pepper,Pícnic:Picnic,Pizza:Pizza,Plato:Plate,Arroz:Rice,Ensalada:Salad,Sal:Salt,Salsa:Sauce,Cuchara:Spoon,Sorbete:Sorbet,Cocina:Stove,Azúcar:Sugar,Dulce:Sweet,Mesa:Table,Playa:Beach,Rama:Branch,Brisa:Breeze,Cactus:Cactus,Arcilla:Clay,Acantilado:Cliff,Clima:Climate,Nube:Cloud,Desierto:Desert,Zanja:Ditch,Duna:Dune,Campo:Field,Flor:Flower,Bosque:Forest,Calor:Heat,Colinas:Hills,Jungla:Jungle,Montaña:Mountain,Néctar:Nectar,Estanque:Pond,Carrizo:Reed,Semilla:Seed,Verano:Summer,Tronco:Trunk,Tulipán:Tulip,Ramita:Twig,El Tiempo:Weather,Selva:Wilderness,Invierno:Winter,Once:Eleven,Doce:Twelve,Trece:Thirteen,Catorce:Fourteen,Quince:Fifteen,Dieciséis:Sixteen,Diecisiete:Seventeen,Dieciocho:Eighteen,Diecinueve:Nineteen,Veinte:Twenty,Amarillo:Yellow,Naranja:Orange,Morado:Purple,Blanco:White,Gris:Grey,Marrón:Brown,","Bird:Vogel,Bone:Bot,Duck:Eend,Shark:Haai,Dog:Hond,Cat:Kat,Cow:Koe,Mouse:Muis,Horse:Paard,Lama:Lama,Lion:Leeuw,Panda:Panda,Rat:Rat,Sheep:Schaap,Tiger:Tijger,Pig:Varken,Fish:Vis,Fox:Vos,Walrus:Walrus,Wolf:Wolf,Worm:Worm,Zebra:Zebra,Zoo:Dierentuin,Apple:Appel,Bread:Brood,Cake:Cake,Cheese:Kaas,Chef:Chef,Chips:Chips,Cookie:Koekje,Egg:Ei,Food:Eten,Fruit:Fruit,Glass:Glas,Ham:Ham,Ice:Ijs,Jam:Jam,Milk:Melk,Meal:Maaltijd,Meat:Vlees,Menu:Menu,Oil:Olie,Soup:Soep,Tea:Thee,Pan:Pan,Pasta:Pasta,Pear:Peer,Water:Water,Air:Lucht,Cold:Koud,Leaf:Blad,Grass:Gras,Hot:Heet,Lake:Meer,Moon:Maan,Nest:Nest,Palm:Palm,Park:Park,Plant:Plant,Rain:Regen,Tree:Boom,Rose:Roos,Sand:Zand,Sea:Zee,Star:Ster,Storm:Storm,Sun:Zon,Wind:Wind,Woods:Bos,One:Een,Two:Twee,Three:Drie,Four:Vier,Five:Vijf,Six:Zes,Seven:Zeven,Eight:Acht,Nine:Negen,Ten:Tien,Red:Rood,Blue:Blauw,Green:Groen,Pink:Roze,Black:Zwart,Animal:Dier,Bear:Beer,Bison:Bizon,Cage:Kooi,Calf:Kalf,Canary:Kanarie,Cat food:Kattenvoer,Chicken:Kip,Dolphin:Dolfijn,Donkey:Ezel,Dog food:Hondenvoer,Elephant:Olifant,Farm:Boerderij,Fish tank:Vissenkom,Frog:Kikker,Giraffe:Giraf,Goat:Geit,Goose:Gans,Jellyfish:Kwal,Kangaroo:Kangoeroe,Lamb:Lam,Monkey:Aap,Mussel:Mossel,Panther:Panter,Rooster:Haan,Salamander:Salamander,Snail:Slak,Spider:Spin,Bacon:Spek,Bananas:Bananen,Barbecue:Barbecue,Berries:Bessen,Broccoli:Broccoli,Butler:Butler,Butter:Boter,Coconut:Kokosnoot,Coffee:Koffie,Corn:Mais,Diet:Dieet,Dinner:Avondmaaltijd,Dish:Gerecht,Fork:Vork,Fries:Patat,Ice cube:Ijsklontje,Knife:Mes,Lunch:Lunch,Mango:Mango,Melon:Meloen,Pepper:Peper,Picnic:Picknick,Pizza:Pizza,Plate:Bord,Rice:Rijst,Salad:Salade,Salt:Zout,Sauce:Saus,Spoon:Lepel,Sorbet:Sorbet,Stove:Fornuis,Sugar:Suiker,Sweet:Zoet,Table:Tafel,Beach:Strand,Branch:Tak,Breeze:Bries,Cactus:Cactus,Clay:Klei,Cliff:Klip,Climate:Klimaat,Cloud:Wolk,Desert:Woestijn,Ditch:Greppel,Dune:Duin,Field:Veld,Flower:Bloem,Forest:Bos,Heat:Hitte,Hills:Heuvels,Jungle:Oerwoud,Mountain:Berg,Nectar:Nectar,Pond:Vijver,Reed:Riet,Seed:Zaad,Summer:Zomer,Trunk:Stam,Tulip:Tulp,Twig:Takje,Weather:Weer,Wilderness:Wildernis,Winter:Winter,Eleven:Elf,Twelve:Twaalf,Thirteen:Dertien,Fourteen:Veertien,Fifteen:Vijftien,Sixteen:Zestien,Seventeen:Zeventien,Eighteen:Achttien,Nineteen:Negentien,Twenty:Twintig,Yellow:Geel,Orange:Oranje,Purple:Paars,White:Wit,Grey:Grijs,Brown:Bruin, "
